,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
942,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,1.439896632895322,0.0002559,2.7,2.7,2.7,0.0,0.0,2.7,2.0996823709053616,0.44508670520231214,0.654,0,0.0002559,2.7,2.7,2.7,2.7,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
943,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,1.1780972450961724,0.0002295,2.4,2.4,2.4,0.0,0.0,2.4,2.0996823709053616,0.44508670520231214,0.654,0,0.0002295,2.4,2.4,2.4,2.4,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
944,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,0.9162978572970228,0.0002248,2.4,2.4,2.4,0.0,0.0,2.4,2.0996823709053616,0.44508670520231214,0.654,0,0.0002248,2.4,2.4,2.4,2.4,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
945,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,0.6544984694978733,0.0003119,2.7,2.7,2.7,0.0,0.0,2.7,2.0996823709053616,0.44508670520231214,0.654,0,0.0003119,2.7,2.7,2.7,2.7,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
946,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,0.39269908169872414,0.0003319,2.9,2.9,2.9,0.0,0.0,2.9,2.0996823709053616,0.44508670520231214,0.654,0,0.0003319,2.9,2.9,2.9,2.9,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
947,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,0.13089969389957457,0.0003472,3.0,3.0,3.0,0.0,0.0,3.0,2.0996823709053616,0.44508670520231214,0.654,0,0.0003472,3.0,3.0,3.0,3.0,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
948,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-0.13089969389957457,0.0002952,2.8,2.8,2.8,0.0,0.0,2.8,2.0996823709053616,0.44508670520231214,0.654,0,0.0002952,2.8,2.8,2.8,2.8,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
949,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-0.3926990816987237,0.0002977,2.8,2.8,2.8,0.0,0.0,2.8,2.0996823709053616,0.44508670520231214,0.654,0,0.0002977,2.8,2.8,2.8,2.8,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
950,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-0.6544984694978737,0.0003541,2.8,2.8,2.8,0.0,0.0,2.8,2.0996823709053616,0.44508670520231214,0.654,0,0.0003541,2.8,2.8,2.8,2.8,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
951,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-0.9162978572970228,0.000306,2.8,2.8,2.8,0.0,0.0,2.8,2.0996823709053616,0.44508670520231214,0.654,0,0.000306,2.8,2.8,2.8,2.8,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
952,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-1.1780972450961729,0.0003789,3.2,3.2,3.2,0.0,0.0,3.2,2.0996823709053616,0.44508670520231214,0.654,0,0.0003789,3.2,3.2,3.2,3.2,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
953,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-1.439896632895322,0.0003572,3.5,3.5,3.5,0.0,0.0,3.5,2.0996823709053616,0.44508670520231214,0.654,0,0.0003572,3.5,3.5,3.5,3.5,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
954,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-1.701696020694472,0.0003524,3.4,3.4,3.4,0.0,0.0,3.4,2.0996823709053616,0.44508670520231214,0.654,0,0.0003524,3.4,3.4,3.4,3.4,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
955,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-1.9634954084936211,0.00032,3.3,3.3,3.3,0.0,0.0,3.3,2.0996823709053616,0.44508670520231214,0.654,0,0.00032,3.3,3.3,3.3,3.3,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
956,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-2.2252947962927703,0.0003193,4.2,4.2,4.2,0.0,0.0,4.2,2.0996823709053616,0.44508670520231214,0.654,0,0.0003193,4.2,4.2,4.2,4.2,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
957,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-2.4870941840919194,0.0002436,7.0,7.0,7.0,0.0,0.0,7.0,2.0996823709053616,0.44508670520231214,0.654,0,0.0002436,7.0,7.0,7.0,7.0,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
958,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-2.7488935718910694,0.000376,0.00016,0.00016,0.00016,0.0,0.0,0.00016,2.0996823709053616,0.44508670520231214,0.654,0,0.000376,0.00016,0.00016,0.00016,0.00016,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
959,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,8.521,0.616,5.66,-1.3731966924103558,-3.0106929596902186,0.0003751,0.00038,0.00038,0.00038,0.0,0.0,0.00038,2.0996823709053616,0.44508670520231214,0.654,0,0.0003751,0.00038,0.00038,0.00038,0.00038,0.0,0.0,BMK,16.870386015925074,0.5746274861733045,0.4858824967860873,0.23608180068308213,0.37947393099458987,-0.0020119427916043355,,-0.028056271999949787,,,,-0.010306025157410637,-4.712231730706868,
960,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,3.0106929596902186,0.000382,2.0,2.0,2.0,0.0,0.0,2.0,2.514345504847632,0.4367816091954023,0.06,0,0.000382,2.0,2.0,2.0,2.0,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
961,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,2.748893571891069,0.0003853,2.0,2.0,2.0,0.0,0.0,2.0,2.514345504847632,0.4367816091954023,0.06,0,0.0003853,2.0,2.0,2.0,2.0,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
962,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,2.4870941840919194,0.0003331,1.8,1.8,1.8,0.0,0.0,1.8,2.514345504847632,0.4367816091954023,0.06,0,0.0003331,1.8,1.8,1.8,1.8,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
963,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,2.2252947962927703,0.000371,1.9,1.9,1.9,0.0,0.0,1.9,2.514345504847632,0.4367816091954023,0.06,0,0.000371,1.9,1.9,1.9,1.9,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
964,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,1.9634954084936207,0.0003571,1.8,1.8,1.8,0.0,0.0,1.8,2.514345504847632,0.4367816091954023,0.06,0,0.0003571,1.8,1.8,1.8,1.8,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
965,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,1.7016960206944713,0.0003348,1.8,1.8,1.8,0.0,0.0,1.8,2.514345504847632,0.4367816091954023,0.06,0,0.0003348,1.8,1.8,1.8,1.8,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
966,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,10.591,0.608,8.44,-0.7910986046707937,1.439896632895322,0.0003225,1.7,1.7,1.7,0.0,0.0,1.7,2.514345504847632,0.4367816091954023,0.06,0,0.0003225,1.7,1.7,1.7,1.7,0.0,0.0,BMK,20.75483214974507,0.6984625760471805,0.3927273199739713,0.15423474785393804,0.2495401431114233,-0.009962640551922551,,-0.29740638227470645,,,,-0.06398250859002064,-2.340372160979087,
