,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
82,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,0.39269908169872414,0.00626,0.00063,0.00063,0.00063,0.0,0.0,0.00063,2.532327612593276,0.22324159021406728,0.302,0,0.00626,0.00063,0.00063,0.00063,0.00063,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.3088621442480006
83,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,0.13089969389957457,0.00696,0.00071,0.00071,0.00071,0.0,0.0,0.00071,2.532327612593276,0.22324159021406728,0.302,0,0.00696,0.00071,0.00071,0.00071,0.00071,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.355257086733344
84,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-0.13089969389957457,0.005952,0.00067,0.00067,0.00067,0.0,0.0,0.00067,2.532327612593276,0.22324159021406728,0.302,0,0.005952,0.00067,0.00067,0.00067,0.00067,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.355257086733344
85,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-0.3926990816987237,0.007892,0.00069,0.00069,0.00069,0.0,0.0,0.00069,2.532327612593276,0.22324159021406728,0.302,0,0.007892,0.00069,0.00069,0.00069,0.00069,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.3088621442480006
86,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-0.6544984694978737,0.008029,0.00068,0.00068,0.00068,0.0,0.0,0.00068,2.532327612593276,0.22324159021406728,0.302,0,0.008029,0.00068,0.00068,0.00068,0.00068,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.2212173323088946
87,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-0.9162978572970228,0.006955,0.00066,0.00066,0.00066,0.0,0.0,0.00066,2.532327612593276,0.22324159021406728,0.302,0,0.006955,0.00066,0.00066,0.00066,0.00066,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-1.1017307359112982
88,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-1.1780972450961729,0.008303,0.00071,0.00071,0.00071,0.0,0.0,0.00071,2.532327612593276,0.22324159021406728,0.302,0,0.008303,0.00071,0.00071,0.00071,0.00071,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.9625118378837143
89,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-1.439896632895322,0.008896,0.0008,0.0008,0.0008,0.0,0.0,0.0008,2.532327612593276,0.22324159021406728,0.302,0,0.008896,0.0008,0.0008,0.0008,0.0008,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.8164834119581388
90,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-1.701696020694472,0.01166,0.00095,0.00095,0.00095,0.0,0.0,0.00095,2.532327612593276,0.22324159021406728,0.302,0,0.01166,0.00095,0.00095,0.00095,0.00095,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.6755803884104868
91,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-1.9634954084936211,0.01447,0.0011,0.0011,0.0011,0.0,0.0,0.0011,2.532327612593276,0.22324159021406728,0.302,0,0.01447,0.0011,0.0011,0.0011,0.0011,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.5494050754422762
92,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-2.2252947962927703,0.0186,0.0014,0.0014,0.0014,0.0,0.0,0.0014,2.532327612593276,0.22324159021406728,0.302,0,0.0186,0.0014,0.0014,0.0014,0.0014,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.4445727777452531
93,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-2.4870941840919194,0.02048,0.0019,0.0019,0.0019,0.0,0.0,0.0019,2.532327612593276,0.22324159021406728,0.302,0,0.02048,0.0019,0.0019,0.0019,0.0019,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.36479240726238576
94,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-2.7488935718910694,0.02193,0.0035,0.0035,0.0035,0.0,0.0,0.0035,2.532327612593276,0.22324159021406728,0.302,0,0.02193,0.0035,0.0035,0.0035,0.0035,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.3115341956538398
95,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.47087794642767045,-3.0106929596902186,0.0175,0.0061,0.0061,0.0061,0.0,0.0,0.0061,2.532327612593276,0.22324159021406728,0.302,0,0.0175,0.0061,0.0061,0.0061,0.0061,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3766148999117739,0.009985841349099283,0.09992918166931661,0.08905638066583901,0.29842315705360234,0.08499996975301999,0.24411166661264172,0.05791351799322553,-4.920226152541252,-0.2849923661258611
96,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,3.0106929596902186,0.02843,0.034,0.034,0.034,0.0,0.0,0.034,2.5370490942515893,0.22249388753056232,0.418,0,0.02843,0.034,0.034,0.034,0.034,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.18172361246209162
97,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,2.748893571891069,0.0197,0.0096,0.0096,0.0096,0.0,0.0,0.0096,2.5370490942515893,0.22249388753056232,0.418,0,0.0197,0.0096,0.0096,0.0096,0.0096,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.21324192532154437
98,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,2.4870941840919194,0.01216,0.0025,0.0025,0.0025,0.0,0.0,0.0025,2.5370490942515893,0.22249388753056232,0.418,0,0.01216,0.0025,0.0025,0.0025,0.0025,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.27777553733533655
99,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,2.2252947962927703,0.009409,0.0012,0.0012,0.0012,0.0,0.0,0.0012,2.5370490942515893,0.22249388753056232,0.418,0,0.009409,0.0012,0.0012,0.0012,0.0012,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.3772397540024244
100,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,1.9634954084936207,0.008743,0.00087,0.00087,0.00087,0.0,0.0,0.00087,2.5370490942515893,0.22249388753056232,0.418,0,0.008743,0.00087,0.00087,0.00087,0.00087,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.5121460677889028
101,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,1.7016960206944713,0.007297,0.00074,0.00074,0.00074,0.0,0.0,0.00074,2.5370490942515893,0.22249388753056232,0.418,0,0.007297,0.00074,0.00074,0.00074,0.00074,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.6796140008643079
102,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,1.439896632895322,0.006193,0.00064,0.00064,0.00064,0.0,0.0,0.00064,2.5370490942515893,0.22249388753056232,0.418,0,0.006193,0.00064,0.00064,0.00064,0.00064,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-0.871875797573179
103,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,1.1780972450961724,0.00509,0.00053,0.00053,0.00053,0.0,0.0,0.00053,2.5370490942515893,0.22249388753056232,0.418,0,0.00509,0.00053,0.00053,0.00053,0.00053,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-1.0758291341974489
104,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,0.9162978572970228,0.004834,0.00046,0.00046,0.00046,0.0,0.0,0.00046,2.5370490942515893,0.22249388753056232,0.418,0,0.004834,0.00046,0.00046,0.00046,0.00046,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-1.2739300206652144
105,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.364,3.18,-0.5857813733493817,0.6544984694978733,0.005332,0.00052,0.00052,0.00052,0.0,0.0,0.00052,2.5370490942515893,0.22249388753056232,0.418,0,0.005332,0.00052,0.00052,0.00052,0.00052,0.0,0.0,BMK,14.734878914337072,0.6305711689019057,0.383042163397922,0.14672129894056038,0.3951744289984858,0.018426672211587825,0.13574487913578112,0.1651340238664218,0.40636685872056766,-0.12511909792584106,0.34649280901133317,0.1136042983901997,-5.301925109677741,-1.4463650444300316
